t_star,0,t0,1,t1,2,t2,3,t3,dev0,dev1,dev2,dev3
58400,0.03130009982378947,4426.105263157895,0.035033523862666664,3114.6666666666665,0.029446310525333332,6229.333333333333,0.029644748106,14015.999999999998,0.0,9.333560097192981,4.634473246140349,4.138379294473682
58500,0.03131470048210526,4433.684210526316,0.03505305638,3120.0,0.02945685988,6240.0,0.02965637558,14039.999999999998,0.0,9.345889744736859,4.644601505263153,4.145812255263144
58600,0.031328107367157895,4441.263157894737,0.03507207953733334,3125.3333333333335,0.02946736834333333,6250.666666666667,0.029671642416,14063.999999999998,0.0,9.359930425438604,4.65184755956141,4.141162377894738
58700,0.03133856517010526,4448.8421052631575,0.035091056528,3130.6666666666665,0.029477521931333333,6261.333333333333,0.029690754566,14087.999999999998,0.0,9.381228394736846,4.652608096929822,4.119526510263154
58800,0.031346068775157894,4456.421052631579,0.035109710352,3136.0,0.029487266876,6272.0,0.02970952117,14111.999999999998,0.0,9.409103942105267,4.647004747894735,4.091369012894736
58900,0.031353005684,4464.0,0.035128292782666666,3141.3333333333335,0.029497093518666667,6282.666666666667,0.029725580268,14135.999999999998,0.0,9.438217746666668,4.639780413333329,4.06856354
59000,0.03135994544631579,4471.578947368421,0.03514666103333333,3146.6666666666665,0.029506992973333333,6293.333333333333,0.02974225099,14159.999999999998,0.0,9.466788967543854,4.632381182456142,4.044236140789475
59100,0.031367011556631574,4479.1578947368425,0.035164841788,3152.0,0.029516871792,6304.0,0.029760045659999998,14183.999999999998,0.0,9.494575578421067,4.625349411578935,4.017414741578941
59200,0.031372342916631574,4486.736842105263,0.035182710049333335,3157.3333333333335,0.029526739232666667,6314.666666666667,0.029779138798,14207.999999999998,0.0,9.525917831754404,4.6140092099122665,3.983010296578935
59300,0.03137658689063158,4494.315789473684,0.03520032355866667,3162.6666666666665,0.029536634240666666,6325.333333333333,0.029787442820000003,14231.999999999998,0.0,9.559341670087717,4.599881624912285,3.972860176578944
59400,0.031380460941578946,4501.894736842105,0.035217682316000004,3168.0,0.029546606657999998,6336.0,0.029791363985999998,14255.999999999998,0.0,9.593053436052646,4.58463570894737,3.9727423889473688
